user_name,date,rating,review_text
Yoshiko Lee,2015年8月25日,5,除了硬要人家連部落格的有點討厭（開啟問題）編輯的很棒
陳小干,2015年10月14日,5,很多有趣又實用的食譜，就是不能在睡覺前看，會很想吃宵夜哈哈
盧泳州,2015年9月12日,5,讓我不用每日煩惱要煮什麼，又有很多快速煮好的料理
* Boss,2015年9月8日,1,完全登不進去 !!  嘖嘖
Xuan Hung,2015年10月15日,3,介面與內容都很不錯 但是會員一直登不進去
吳佳樺,2016年5月27日,5,我連按登入好幾下都沒辦法登入，甚至還重新安裝了照樣沒辦法
popopoiuy MEIGO,2015年8月6日,5,晚餐要吃什麼料理一查就有眾多食譜很快速
陳冠樺,2015年8月7日,5,不知道要做什麼的時後 上來逛逛是個好選擇
郭柏廷,2015年10月17日,5,對於我們這種料理白痴來說，可真是一大福音呢
游淑燕,2015年9月3日,5,愛料理會成為習慣性，我也在培養自己的這種感覺
Taenggu,2015年8月4日,5,很實用  不過我用fb一直登不進去
Zenith Ho,2015年9月14日,2,不能登入！ 去到網頁版說已經登入， 但手機版的永遠說名稱或密碼錯誤！ 怎搞的！
楊千儀,2015年9月29日,5,"突然想煮什麼料理都可以上去找~很方便也很清楚,又有照片"
邱郁晴,2015年8月26日,4,但是可以讓自己的收藏那裏也設美食的分配就更完美了！
楊芷蓉,2015年9月5日,5,原本對料理一竅不通，透過愛料理進步神速
咩咩豬,2015年9月3日,5,當我想不出菜色時，愛料理就是我的好幫手
Google 使用者,2015年10月20日,3,要怎麼用會員身份直接在App上登入 ，而不是facebook及信箱？！
張雅婷,2015年8月16日,5,什麼食譜都有  也很容易成功  看到肚子都餓啦
A chih,2015年9月16日,5,真的超實用的 很多方便又簡單的料理一次學會 很喜歡
余承蓁,2015年10月1日,5,對於每天煮菜的我有時不知煮啥，有了這個幫了我不少忙.讚
惠晴,2015年8月26日,5,如果步驟能多圖片就更棒了
林珮吟,2015年10月7日,3,很不錯，但是我不知道註冊時的使用者名稱要打什麼
KY HO,2015年10月28日,4,如果每一道都是文字外，再加影片實作更好
黃妮萱,2015年9月3日,5,"常常想不到要吃什麼或做什麼的時候,這就是一門首選"
黃郁偉,2015年9月11日,5,對不是很會煮東西的人是一個很讚的平臺
雅芬蔡,2015年9月3日,5,好多人分享每位料理的作法，很多創意和巧思，可以互相分享，推！
康小苑,2015年8月6日,5,要找食譜方便又快速還有圖片
Emiri Kimura,2015年10月24日,5,介面使用很順手，在公司看到的食譜也可以同步收入，回家就可以參考了！很方便！
Ling,2015年9月7日,4,買菜就不用擔心不知道買什麼好
伊玲吳,2016年6月1日,5,有用且裡面有很多人分享不同的煮法
Jackie Hsu,2015年8月22日,5,只要想到什麼料理都可以找到，很讚的 app
Joan Lai,2015年10月4日,1,登入後仍然無法用收藏功能
Tina Hsieh,2015年9月15日,5,謝謝眾網友分享自己的拿手料理
Google 使用者,2015年10月31日,5,好吃又方便料理的美食，很符合忙祿的現代人料理
康馨,2015年10月2日,5,幾乎所有想做的都找的到，而且很實用方便，且內容詳細，完全不怕失敗
韓小娟,2015年8月11日,5,每次想做什麼菜，都會來這邊參考，這裡有好多好多可以選擇的料理，非常棒!
麋鹿不迷路,2015年9月21日,3,很好用 但是不登入無法收藏食譜
Kate Wu,2015年8月30日,5,煮了人生第一道菜給婆婆吃
陳盈蓁,2015年10月11日,4,給臨時想大顯身手的自己一些好建議的APP
李荔枝,2015年10月27日,4,畫面簡潔，食譜應有盡有～可是為什麼不能上傳我自己的食譜呢
李筑婷,2015年8月13日,5,有各式各樣的料理  而且還有許多簡單的食譜  非常推薦
振豪涂,2015年8月16日,4,想在家自己煮也很方便
劉虹文,2015年10月23日,5,不太會煮飯  有這個之後幫助很多
karen hung,2015年8月12日,5,在超市時可以直接查詢菜色直接購買食材，太方便了
YiDE Lay,2015年8月26日,5,登入方式希望能夠更明確清楚簡單一些
Ting Yi,2015年8月30日,4,覺得很方便 有時候閒著就會研究食譜
小晴,2015年10月13日,4,喜歡，但如果可以把材料哪裡買的到，清楚的標註會更好
陳浚銘,2015年8月30日,5,我非常非常喜歡 也推薦給所有喜歡料理的人喔
Sharon Chen,2015年8月11日,5,很棒的一個軟體。   怎麼直接在app撰寫食譜？？ 網頁版更新後，很難上傳照片。
高興,2015年9月29日,5,有簡單的食譜，適合像我這樣手殘的媽媽。
andrew Hsieh,2015年8月24日,4,隨時隨地可以用來查詢想要煮的料理
S Liu,2015年9月23日,4,內容豐富 種類多元 介面簡單
張慈筠,2015年9月18日,5,實用又有多種參考 而且做出來都很好吃
吳晨薇,2015年9月10日,5,有了這個妳也是5星級大廚
洪梅華,2015年9月5日,4,對於不知道如何操作的人很實用，有步驟，清楚易懂。
Cami Huang,2015年8月30日,5,相當實用的APP
曾萱萱,2015年8月31日,5,很方便 出門也不怕忘記要買什麼 哈哈
erica Wu,2015年8月29日,3,之前收藏的清單全打不開，也無法收藏，無止境的等待
Ting Fei,2015年10月23日,3,手機使用，一直無法以臉書登入
郭夢夢,2015年9月6日,5,非常棒的程式可以讓我每天可以有新的料理
Winney Huang,2015年10月6日,5,不知道要吃什麼的時候最好用了！
Ami,2015年9月12日,5,但是希望有點分類例如電鍋，微波爐，烤箱料理之類的
林吟憶,2015年9月13日,1,"怎麽連開都變很慢,收藏也看不到"
林蒂蒂,2015年8月22日,5,超適合我臨時想要大展身手的時刻!哈
Sammi Pan,2015年9月6日,5,很喜歡在這裡看大家的分享
廖姵茹,2015年9月26日,5,對於喜歡看食譜的我來說太棒了OuO
Iger Chang,2015年10月20日,5,很方便又食用，偶爾下廚的人可以好好參考
陳姿玲,2015年10月6日,5,很實用 可是我登入不進去啦
Grace Huang,2015年8月15日,5,輕鬆找到了各種食材的料理方式
無敵的阮大少,2015年8月29日,3,很方便，又好用不會做的食物在裡面找就有
Chloe,2015年10月18日,5,可以找到自己需要的時譜
Elle Pond,2015年10月13日,5,這次更新完一打開就當機希望盡快處理！！
謝曉琳,2015年8月18日,4,同上
蘇鈴雅,2015年8月19日,5,讓我更愛做料理
鄭佳芬,2015年8月31日,5,非常好用只要輸入菜名就有好多食譜
Singing Hsieh,2015年9月18日,5,很好使用的食譜平台
美美黃,2015年10月12日,5,很棒的平台從這裡學習新菜色很感恩，謝謝
黃郁珊,2015年10月7日,5,這是我下載過最棒最實用的APP了♡
julia lin,2015年8月23日,5,超喜歡的，有大家實拍的食譜，自己跟著做就很簡單
詹婷婷,2015年9月1日,4,讓我不必再為每日三餐的菜單了！
高珮琦,2015年10月30日,5,有時候不知道煮什麼時，都可以從中找到菜色，真是好幫手😁😁
江美芳,2015年8月6日,5,很棒！讓不會煮飯的我可以找到自己喜歡的食譜。
Yuxi Lin,2015年9月12日,5,謝謝開發，讓大家有得交流，也讓我做的一手好吃ㄟ
Lam Christine,2015年9月9日,4,不錯，很多图片很清楚，但東西不好找，系统有点慢
weiwei Lin,2015年8月27日,5,"各位分享的都好詳細,幫助樂新手廚娘!"
高橋葵,2015年9月14日,5,看著大家的食譜都會忍不住手癢
蔡旻達,2015年8月21日,5,方便自己找想要的食譜
林玫玫,2015年8月20日,5,對新手妻子很棒又很實用的app
david lin,2015年10月18日,5,說明及圖解都很詳細，照著做都能成功
Persephone Lin,2015年9月29日,5,非常簡單又輕鬆的學做料理
馮蘑菇,2015年9月19日,5,很棒的APP讓我喜歡並嘗試做菜！
黃香渝,2015年8月24日,5,想做點心的衝動！因為它衝動隨時化解
林月熊,2015年8月13日,1,Fb 無法登入ㄧ直出現錯誤
陳勉如,2015年9月14日,5,"很棒,想找什麼料理幾乎都有,還有多種作法可以選擇"
賴彼得,2015年10月19日,5,很不錯！有很多好吃又簡單的菜單很想試試看！
米絲婷,2015年10月17日,4,讓不會料理的人，可以嘗試！很清楚很簡單
sammi yang,2015年10月22日,5,只要想到的料理都可以找的到
彭慧娟,2015年9月2日,5,想做飯時，第一個就衝來這瀏覽
"古人,江西小太陽",2015年10月23日,5,除了感動還是感動
王鈴雅,2015年8月21日,3,真的可以很棒 可以試試看和做作看
盧盧,2015年9月8日,5,烹調内容註明詳細易懂易學新手好上路。
Kb Hua,2015年10月17日,4,都不用煩惱菜單了，3Q
林惠卿,2015年8月7日,5,對初學者很容易上手實用性高。
宜汝蔡,2015年8月29日,5,有圖片加文字  真的很實用
謝易霖,2015年9月1日,5,種類多樣，很人性化
Sherry Yang,2015年10月18日,5,"很多食譜都很簡單又好吃,成功率很高"
HU IRENE,2015年8月16日,5,可以及時找資訊的方便料理app!
王淑珍,2015年8月25日,5,搜尋非常方便，還有購買清單也很讚
李雅雅,2015年11月7日,5,每次看都會想馬上做ㄛ!
karen wu,2015年8月29日,5,有想做的菜。這裡都搜的到
張薰文,2015年10月2日,5,不錯唷～如果分類再清楚點會更好
小磊連,2015年9月25日,5,非常多的經驗及分享
nancy lin,2015年10月18日,4,有增加素食的品項更好
黃意勛,2015年9月27日,5,有這個程式真方便
沈柏宏,2015年8月8日,4,收藏用不了
chung selina,2015年9月6日,4,找食譜很方便 很好用
黃辰興,2015年9月20日,5,因為太方便實在好用
雨小情,2015年8月21日,4,像本實用的料理工具書
qaz5223211,2015年8月30日,5,Fb登不進無法收藏
阿方,2015年9月28日,5,我找不到新增自己的食譜的地方…
郭富翔,2015年10月8日,5,真的很棒的一個app值得推薦
吳安毅,2015年10月15日,5,簡單上手唷
joycecaramels,2015年10月11日,5,有很多很棒的食譜
Judy Hang,2015年9月1日,4,偶要的食譜都有
郭靜怡,2015年9月1日,5,可以看完就來試試拉
mandy Lin,2015年9月20日,5,超讚App，想煮什麼都找得到
李玉君,2015年9月21日,5,非常實用。喜歡的話也可以收藏喔！
許淑婷,2015年9月21日,5,很實用
Pei Yi,2015年8月14日,5,搜尋食譜方便簡單  而且非常實用
陳心雨,2015年9月5日,5,不知道要煮什麼時，或不知道怎麼煮，只要搜索一下就OK.
林祐生,2015年10月12日,5,美食的世界真是太博大精深了！
施邁克,2015年10月24日,4,網頁可以登入但APP無法
許蕙讌,2015年9月14日,5,很好用，可以學各種不同的料理和方式
林威慶,2015年9月9日,5,"內容滿充實的,操作步驟方面也不錯"
陳小淇,2015年8月22日,4,如果增加影片教學就更好了！
Sammy Lin,2015年11月4日,5,作法也簡單，非常實用
謝芷瑀,2015年8月16日,5,想要的食譜不用搜尋，直接點愛料理，超棒
洪婷郁,2015年9月21日,5,大家分享做料理很棒!
陳君芳,2015年10月11日,5,很實用的！內容很豐富
EMILY TO,2015年10月26日,5,在家做料理從此很容易！
李四,2015年11月5日,5,簡單實用。親民~  是分享美食的好地方~
詩婷楊,2015年8月30日,5,可以清除搜尋跟清除瀏覽紀錄嗎？
黃凱芸,2015年8月27日,5,每天都可以嘗試做新料理!!good
Harry YU,2015年9月12日,5,非常棒
ango,2015年10月25日,5,我很喜歡
黃沛涵,2015年11月14日,5,非常適合喜歡下廚的人
陳慧如,2015年8月6日,4,食譜簡單扼要明了
施貝塔,2015年9月14日,5,想不到菜色時超好用的
Meng-yu Su,2015年8月18日,5,如題嘍
翊婷,2015年10月9日,5,好像不能寫食譜欸
屎巴拉稀,2015年10月7日,5,非常實用的好軟體
謝宛真,2015年9月4日,5,很實用唷
Tilana Wu,2015年9月13日,5,這兩天一直進進不去
陳岩周,2015年8月23日,5,可以學習很多美食
艾比紀,2015年8月30日,5,很棒ㄉapp
amy Huang,2015年8月19日,5,很好用的程式
Angel Shueh,2015年10月12日,5,搜尋和收藏都很方便
羅用心,2015年8月23日,5,大家的好料理都在這
林筠芯,2015年8月16日,5,很方便使用的食譜app
傅筱瓶,2015年8月11日,5,新手媽媽的好朋友
邱淑玲,2015年8月8日,5,我想要找的都有，又清楚
嘉琪施,2015年10月23日,5,很方便又好用
Amy Lin,2015年8月11日,5,找食譜的好地方
黃思瑜,2015年8月21日,5,家庭煮婦的好幫手
李弘雙,2015年10月21日,5,說明廣泛到位
林巧蘋,2015年9月28日,5,煮菜教學很好
C JOBE,2015年8月7日,5,提供料理靈感
黃飛翔,2015年9月30日,5,食神好棒阿
Ann Wu,2015年10月1日,5,無法上傳 我也做了
張火炎,2015年8月29日,5,可以時常變化新的菜單
運賢李,2015年9月4日,5,內容超幫很實用
Rora Huang,2015年9月11日,5,自炊者的必備品
Vivien Hsaio,2015年9月11日,4,已經登入了但是無法收藏食譜，是為什麼呢？
潘雅,2015年9月5日,5,說明 做法 都很讚
jw shiao,2015年9月14日,5,很喜歡食材採購的功能
葉仁和,2015年8月22日,5,很棒的料理分享工具
林尹婷,2015年10月30日,5,推薦給愛做菜的人
蔡沛倢,2015年8月22日,5,很多美食在這
joanne lin,2015年8月21日,5,採購清單功能超貼心
林佳興,2015年9月23日,5,謝謝讓我這新手能夠學料理。
Athena Wong,2015年8月25日,5,什麼都有 讚啦！
Bonny Wu,2015年10月7日,2,用FB註冊後，又不讓我登入
鄧曉芹,2015年8月15日,5,很多好食譜，很方便實用
杜西瓜,2015年10月16日,5,料理很多 非常喜歡
Wanda Peng,2015年9月25日,3,內容蠻豐富的，但非常容易當機！請改善！
oq cozt,2015年9月27日,5,很喜歡，感謝研發人員的用心
許碧貴,2015年10月13日,4,喜歡做不同的菜餚，愛料理能滿足我。
Chou Simon,2015年8月16日,5,FB無法登入 食譜無法收藏
鄭惠珠,2015年9月14日,2,系統有誤無法登入
劉小鈞,2015年8月14日,4,使用上非常方便
Hsiao Tina,2015年8月9日,4,很方便的程式，教會我很多料理
Kao Christina,2015年9月23日,5,很多菜都是在這學會的。
Mia Chien,2015年10月14日,5,能找到小時候吃的古早味料理，很棒哦！
王圭賢WinnieQ,2015年11月14日,5,每天要煮什麼都靠你了！！
沈寶貝,2015年8月24日,5,讚！
rachel Tan,2015年10月17日,5,讚
曾省富,2015年8月10日,4,很好的是，想要做出美好的料理，誰時可以著到，很棒。
Karen Chen,2015年9月11日,5,料理大外行，所有疑難雜症都靠它搞定了，真是太方便!!!
紀妮妮,2015年8月4日,5,料理資料齊全，太讚了
陳思妃,2015年8月17日,5,覺得很方便，學到很多新菜色
Jiahsuan Wu,2015年9月12日,2,新增平板模式吧！
帥大樹,2015年9月19日,5,能夠學到很多料理！
Emma Chen,2015年9月30日,5,很棒～要做料理前一定先來逛逛！
神奇雷射馬頭鴨,2015年9月9日,5,給你一百個讚！
文周胡,2015年10月12日,5,非常愛的app，不會煮的菜，請找愛料理
劉米奇,2015年10月21日,4,很實用的料理App，幫助我很多。
江秀旻,2015年8月11日,4,有時候跑很慢
徐羽妤,2015年10月20日,5,都不用買食譜了，呵呵！超實用
呂翊銍,2015年9月20日,5,找食譜方便，謝謝大家的分享
sung靜靜,2015年9月21日,5,只要有它，隨時變大廚
林易靜,2015年8月4日,5,有著各式各樣的食譜！
林秀盈,2015年9月9日,5,超讚的APP~簡單明了
chen wesely,2015年8月14日,5,非常方便 好用!
許Vera,2015年10月2日,5,方便好用！
蔡熙崎,2015年10月31日,5,非常方便！
J Ff,2015年9月15日,5,想吃什麼，先查現做
賴綉蕙,2015年8月20日,4,受用無窮
Judy Wang,2015年10月11日,5,很實用又方便
lin ruby,2015年9月4日,5,超實用又方便
鄭淑娟,2015年10月25日,3,材料，做法能在詳細點更好
王斯蘋,2015年9月1日,5,非常方便好用
May Shu,2015年10月24日,4,內容丰富，題材多樣，做法簡單不繁索
徐健雄,2015年8月18日,4,希望持續進步
陳佳琦,2015年9月5日,4,好用值得推薦
張文姸,2015年10月17日,5,非常好用
吳姵妤,2015年8月10日,4,不錯   希望還能更好
王淑敏,2015年8月27日,5,我覺得非常方便
Mia Chen,2015年11月4日,5,不錯，希望可以增加討論區
魏加菱,2015年11月12日,5,簡單明瞭
ctm513,2015年8月7日,5,如題
Ju hwang lin,2015年8月12日,5,簡單明瞭易懂易學
鍾玉屏,2015年10月27日,5,什麼料理都有
評分者,2015年10月13日,5,很實用
肥雲雲,2015年10月19日,5,找料理超方便
謝萍霞,2015年10月25日,1,不能進去，現在完全進不進去
武石,2015年9月17日,3,無法使用fb登入
幻雨蝶,2015年9月26日,5,超讚的  學了好多
劉心潔,2015年8月24日,5,備菜好幫手
陳郁儒,2015年8月21日,5,Very good
Victor Chu,2015年8月17日,5,如題
周峻鋐,2015年9月25日,5,好實用
林晏瑋,2015年10月22日,5,非常好用
莊佩璇,2015年9月15日,5,真的很實用的app
鄒淑婷,2015年10月16日,5,很適合愛料理、愛變化的人
張婉茹,2015年8月25日,5,如果可以有食譜下載那會更好&gt; &lt;
恆星STAR,2015年9月17日,5,好方便，講解非常清楚明瞭！
Google 使用者,2015年9月23日,5,學作菜太方便ㄌ，感恩
蔡亞哲,2015年8月19日,5,如題，雖然有些是亂教的，哈哈
Wihong Ou,2015年9月26日,5,內容豐富，圖文說明清楚，料理容易上手
周寶,2015年9月11日,4,很常跳出所在界面  請改進謝謝～～
Daisy,2015年9月10日,5,能找到很多新菜單😃
劉芬,2015年10月25日,5,什麼都有，是料理遇到瓶頸的好幫手！！
葉麗雯,2015年8月7日,5,找食譜很方便，變化很多
lai mon,2015年10月1日,5,可以學到很多，真的很實用，謝謝大家的分享。
劉伊甄,2015年8月29日,5,好方便好貼心的app
林淑惠,2015年9月12日,3,愈更新愈不好用
游裕婷,2015年9月5日,5,內容豐富實用
嬋,2015年11月3日,5,目前來說都很好
Yi Ling Lin,2015年9月29日,5,非常好的app
mi ma,2015年9月8日,5,對於不太會煮菜的我，幫助狠大。
謝小魚,2015年9月13日,5,好用!
王忻瑜,2015年9月19日,5,超讚 ！
Elaine Lin,2015年9月1日,5,資訊豐富，感謝你們的用心
廖溫蒂,2015年9月2日,4,有順序，便利的分享教學，不錯!
楊雅婷,2015年8月24日,5,非常方便，好實用
何鐵蛋,2015年10月14日,5,超實用的app，很喜歡
蔡欣怡,2015年8月24日,5,很實用！
李德龍,2015年8月30日,5,想吃的都有，很方便
DEAN WU,2015年8月28日,5,料理食譜查找，方便好用
晏Hether,2015年10月9日,5,好棒喔！
玫蒨,2015年9月15日,5,不錯喔！
蔡承峰,2015年10月28日,5,這種料理好多種 值得學習^_^
YiHsiang Chan,2015年9月16日,5,很好用，謝謝大家的分享
Chi Wai Yung,2015年8月20日,5,很好!!!
謝小樺,2015年10月26日,5,超級實用！
isaac Chen,2015年11月11日,5,非常實用！
Chiu Mey,2015年10月23日,5,讚!好用!
Paris Lee,2015年8月15日,4,非常好用!
FIONA SHIH,2015年10月2日,5,超實用!!
Guffy Chen,2015年8月23日,5,非常好用，方便
謝巧羚,2015年9月16日,5,很實用!!
嚴珮偵,2015年10月17日,5,非常實用呀！
彭彭,2015年8月5日,5,讚！
任小剛,2015年8月15日,5,非常棒的程式！
lulu Liu,2015年9月1日,4,請繼續加油喔～
趙國容,2015年10月12日,5,系統很好用~
wang山城,2015年10月1日,3,無法登入，請儘快解決
盧彥碩,2015年10月23日,5,非常好用，種類繁多，想吃的都找得到!
王家怡,2015年9月24日,3,不要強迫登入會更好。
Mei Liang Chai,2015年10月2日,5,超級讚！！！
connie wong,2015年9月1日,5,簡單易用!而且種類和選擇都很多♡♡
琤佩高,2015年9月16日,3,這幾天一直進不去。
jouyijye,2016年3月5日,5,讚!
陳安妮,2015年10月4日,5,很好用，很多人分享
陳佳貞,2015年9月26日,5,讚！
Chen Hank,2015年10月27日,5,超方便的，感謝
高筱涵,2015年9月23日,5,看著別人的心得去做整個更上手 👏👏
采汝沈,2015年9月18日,4,很多方面的食譜，好用!
余文琳,2015年8月23日,5,很實用，非常好
Yvonne 涵 Y,2015年8月18日,5,超多食譜，應有盡有
項愛琪,2015年11月2日,4,種類豐富，解說清楚
安溪,2015年8月25日,3,FB無法登入
Angel He,2015年9月5日,5,很簡單，也很容量上手的食譜。
Dora Lin,2015年9月30日,5,超級實用又很方便。
LI-TING Chen,2015年8月14日,5,方便查看，種類又多
christine c,2015年9月29日,5,很棒！
徐萬宇,2015年9月7日,5,好多料理喲～
舞龍弄墨,2015年10月10日,5,可以認識跟多料理，
黃淑珍,2015年8月7日,5,很棒 。
Dad Little,2015年10月27日,5,方便有效率的食譜。
CHI HSIU,2015年9月29日,5,好用！
Zoe Chen,2015年8月9日,5,學會好多的料理
Betty,2015年11月10日,5,超好用！！
Tina Lin,2015年10月5日,4,超實用方便的
李佩芳,2016年3月7日,1,為何無法下載
Lo Alice,2015年8月18日,5,版面設計簡潔
Chien Doreen,2016年2月23日,5,好用且方便
hilda shum,2015年8月19日,5,食譜很豐富
卜姿云,2015年9月29日,5,超喜歡
sasa linda,2015年10月17日,5,如題
sky Chase,2015年9月26日,5,實在非常好用
鄒小白,2015年8月19日,5,超方便的
謝尚書,2015年8月8日,5,非常實用的
黃vicky,2015年10月9日,5,非常喜歡的程式
微醺,2015年11月6日,5,很實用
陳a0932548366,2015年9月14日,5,好用                        內容詳細
Dennis Tai,2015年10月17日,5,非常實用
金田,2015年9月22日,5,很棒的料理平台
Bindu Khan,2015年10月9日,5,I like it
林虹,2015年10月19日,2,完全無法登入
Xinyi Ho,2015年8月25日,5,如題
jiayo chen,2015年8月11日,5,超級方便的系統
林進嘉,2015年8月16日,5,很實用
秋祤張,2015年8月21日,5,好用的食譜
潘潘,2015年8月27日,5,超豐富的食譜
林柏偉,2015年8月26日,5,很實用
徐璇兒,2015年11月2日,5,好用好方便
朱葦倫,2015年8月18日,5,很棒的！！
Zhen Yu,2015年9月12日,5,超方便ㄉ
許許超傑,2015年9月30日,5,超級食用Der
fugen7349,2015年10月14日,5,超好用!!
吳隆旭,2015年10月25日,4,跑不出來
Connie Jung,2015年10月14日,5,非常好用，淺顯易懂！
黃偉瑄,2015年8月22日,5,非常實用，good!
Erin Chen,2015年8月6日,4,很實用，種類多樣，賢慧等級大提升😊
賴香如,2015年10月17日,4,很方便，超好用，做菜變好容易
廖禹喆,2015年10月19日,5,好用，切磋料理
郭烏龜,2015年8月11日,5,簡單好找~超讚
quina Liao,2015年9月2日,5,真的很棒的app
陳慧心,2015年9月15日,5,很實用，操作簡單的食譜 app~大推哦😊
茉晴鍾,2015年10月4日,4,Good超方便的
張清妘,2015年9月4日,5,只有一個字，讚
文非,2015年10月10日,4,找食譜真方便~
孫韻筑,2015年9月25日,5,很實用的軟體
su grace,2015年9月19日,5,Good!
徐嘉吟,2015年9月30日,5,我喜歡~~都靠它，抓住老公的胃喲
鄧宇真,2015年8月16日,5,實用！
徐嘉蓮,2015年10月18日,5,實用!
Irena Chou,2015年8月24日,5,很喜歡~繼續加油哦…
Chia Tai,2015年8月23日,5,好方便、好好用
桂玲黃,2015年10月20日,5,簡單易懂，實用！
陳姵瑾,2015年9月23日,5,太棒了，很實用
Jmieng CHU,2015年10月14日,5,有離線瀏覽版本嗎?
Rose Yang,2015年11月4日,5,料理步驟很清楚，能輕易上手^^
Ginny Chang,2015年8月24日,5,內容豐富，讚！
Mei Tsai,2015年9月3日,5,使用介面很好用 ，很多食譜及詳細料理方法 ，受益良多 ε=ε=(((((((( *･`ω･)っ
林淑真,2015年9月3日,5,很好用，感謝
weishu hua,2015年10月3日,4,Nice app.
indy C,2015年8月13日,5,方便又實用😊
林隴欣,2015年8月8日,5,很方便，感謝
pei Hsieh,2015年9月21日,5,介面簡單，操控方便，很多食譜!!!
陳怡孜,2015年8月28日,5,超讚，很實用！
jing wang,2015年10月17日,5,Love it.
陳麗香,2015年10月17日,4,++++
羅培玲,2015年11月2日,4,怎麼不能搜尋了呢？
楊舒閔,2015年8月24日,5,真的很方便實用~~~什麼種類都有&gt;  &lt;
葉宜婷,2015年8月31日,5,很好，讚！！！
jiapeir tsai,2015年9月28日,5,簡單，實用，值得推薦！
lamb Chang,2015年8月17日,5,很實用
連嘉娟,2015年10月14日,5,粉好用～
許筱騫,2015年8月20日,5,很好用，食譜很多。
紀靜茹,2015年11月10日,5,很方便。。且很實用
shan shan,2015年10月15日,5,很豐富。淺顯易懂。
許紘瑞,2015年10月24日,5,就是水
吳小唏,2015年8月30日,5,非常實用
謝佾芬,2015年9月14日,5,棒棒
邱佳慧,2015年10月20日,5,很實用
Yi De,2015年10月21日,5,很棒
Huei W,2015年9月11日,5,很實用
Hebee Liang,2015年10月20日,5,非常實用
全職奶爸,2015年8月8日,5,超方便
陳建偉,2015年11月5日,4,很實用
趙琬君,2015年9月15日,5,方便使用
嚴小哈,2015年8月7日,5,很好用
阿妮,2015年8月31日,5,非常實用
吳怡嫻,2015年9月23日,5,超級實用
Kao Chia-Yi,2015年9月27日,5,非常方便
陳瑋婷,2015年10月9日,5,很棒的程式
洪建彬,2015年8月9日,5,很方便
姚恩德,2015年10月15日,4,很實用
Milly Hung,2015年10月25日,5,方便實用
Rong Wu,2015年8月27日,5,方便實用
King Wu,2015年8月24日,5,最好的app
汪信娣,2015年9月7日,5,我的最愛
Tracy Tseng,2015年9月3日,5,很實用
蔡安靜,2015年10月23日,5,很實用
陳姿妏,2015年8月21日,5,簡單方便
Morrison Chen,2015年8月9日,4,很方便
粘栯溱,2015年10月1日,5,很實用
張婉育,2015年10月20日,5,Goog job
Coco Lin,2015年8月25日,4,操作方便
陳怡均,2015年9月17日,5,非常實用
Silvia Huang,2015年9月8日,4,Excellent app
Eva Chen,2015年9月16日,5,很棒的APP
溫耘婕,2015年11月1日,4,好
李佳樺,2015年8月19日,5,非常好用
胡雅芳,2015年10月29日,5,很棒  謝謝
羅尹甜,2015年8月14日,4,太實用了
Dior Shih,2015年10月9日,5,很好用
謝妮妮,2015年9月17日,5,很實用
田正雨,2015年9月21日,4,很不錯
Chris Xu,2015年10月18日,5,好用清楚
劉權毅,2015年9月19日,5,超級好用
念懷,2016年7月26日,3,打不開來
江枝樺,2015年10月16日,4,實用app
張弘霖,2015年8月12日,4,很好用
Melody liao,2015年9月11日,5,好實用
蔡蔡,2015年9月27日,1,不能登入啊
Popfish Teng,2015年9月24日,4,Good to use
Yun-Ching Tien,2015年8月30日,5,Very useful
樊忠信,2015年9月14日,5,實在好用
十方,2015年9月23日,5,不錯用
張小娟,2015年10月30日,4,不錯耶
莊菁菁,2015年10月26日,5,超實用
郭柚子,2015年10月25日,5,真的實用
Milly Yeh,2015年9月12日,5,很好用
Li Yang,2015年10月1日,1,無法登入
eric lin,2015年11月4日,4,還不錯
邱嘉蕙,2015年8月20日,5,好方便
林雪兒,2015年8月12日,5,超實用
周雅雅,2015年9月19日,5,非常實用
妘妘LaLa,2015年9月20日,5,好棒
吳琦,2015年8月8日,5,太讚了
李珮寧,2015年9月19日,5,方便的App
林元仁,2015年10月31日,5,實用
mark mark,2015年9月22日,5,非常實用
珊_,2015年8月5日,5,很好用
李冠蓁,2015年10月4日,5,種類很多
皮諾丘,2015年9月10日,5,很實用
Mandy,2015年10月31日,5,太方便了
J Li Li,2015年9月30日,5,實用的軟體
吳翊嘉,2015年8月24日,5,非常實用
好胖我,2015年10月10日,5,我喜歡
呂惠惠,2015年9月29日,5,很清楚，很實用，讚！
Carol Chang,2015年9月29日,5,很好用
Sandra886688 Yu,2015年8月7日,5,很實用
鄭卉萱,2015年10月13日,4,讚
詹詩婷,2015年9月21日,5,非常實用
沈欣純,2015年9月30日,5,不能登入
小米李,2015年8月28日,5,很好用
王澤菱,2015年9月19日,5,非常實用
庫庫掃,2015年8月24日,5,方便實用
陳筠瑛,2015年10月5日,5,非常實用
陳羽琦,2015年9月13日,5,good
陳希璇,2015年10月3日,5,食譜多樣化
Roy Wang,2015年10月13日,5,很實用
姚瀞貽,2015年8月27日,5,很實用
Sylvia Chen,2015年10月14日,5,很有幫助的工具
沈小妡,2015年10月31日,4,很實用
舒凡珊,2015年9月21日,5,非常實用
洪靖雅,2015年10月26日,5,好用，方便
Sonia Lei,2015年9月29日,5,超實用的。
高佩瑩,2015年8月27日,5,簡單好用😁
Chihsuan Hou,2015年9月20日,5,真的很棒。
小彩張,2015年8月18日,5,相當實用～很有幫助^^
